Title,Publisher,Genre,Year,Rating,Console,MaxPlayers,AvgHoursToFinish,Sales,ReviewScore
Final Fantasy IV,SquareEnix,Role-Playing (RPG),2007,T,Nintendo DS,1,38.33,0.48,85
Sonic Rush Adventure,Sega,"Action,Sports",2007,T,Nintendo DS,1,9.2,0.52,78
CrossworDS,,"Educational,Strategy",2007,T,Nintendo DS,1,17.2,0.53,67
Drawn to Life,THQ,Action,2007,T,Nintendo DS,1,13.72,0.75,73
Flash Focus: Vision Training in Minutes a Day,Nintendo,Action,2007,T,Nintendo DS,1,6,0.91,59
Call of Duty 4: Modern Warfare,Activision,Action,2007,T,Nintendo DS,1,8.02,0.94,75
Diddy Kong Racing DS,Nintendo,"Racing / Driving,Sports",2007,T,Nintendo DS,1,14.65,1.16,63
Pokmon Mystery Dungeon: Explorers of Time,Nintendo,Role-Playing (RPG),2007,T,Nintendo DS,1,31.18,1.91,59
Mario Party DS,Nintendo,"Action,Strategy",2007,T,Nintendo DS,1,8.03,4.34,72
Chicken Hunter,,Action,2008,T,Nintendo DS,1,1.5,0.02,39
Assassin's Creed: Altar's Chronicles,Ubisoft,Action,2008,T,Nintendo DS,1,5.07,0.03,58
Insecticide,,"Action,Adventure",2008,T,Nintendo DS,1,3.57,0.04,55
The Dark Spire,,"Adventure,Role-Playing (RPG)",2008,T,Nintendo DS,1,56.02,0.04,69
From the Abyss,,"Action,Role-Playing (RPG)",2008,T,Nintendo DS,1,7.38,0.05,60
Soul Bubbles,Eidos,Strategy,2008,T,Nintendo DS,1,8.82,0.05,78
Etrian Odyssey II: Heroes of Lagaard,,Role-Playing (RPG),2008,T,Nintendo DS,1,55.48,0.07,82
Ninja Reflex,EA,Action,2008,T,Nintendo DS,1,3.83,0.08,54
Trauma Center: Under The Knife 2,,"Action,Simulation",2008,T,Nintendo DS,1,12,0.09,79
Syberia,,Adventure,2008,T,Nintendo DS,1,10.85,0.1,52
Super Dodgeball Brawlers,,"Action,Sports",2008,T,Nintendo DS,1,0.68,0.12,65
Ninjatown,,Strategy,2008,T,Nintendo DS,1,14.68,0.12,80
Dragon Quest V: Hand of the Heavenly Bride,SquareEnix,Role-Playing (RPG),2008,T,Nintendo DS,1,34.83,0.12,84
Age of Empires: Mythologies,THQ,Strategy,2008,T,Nintendo DS,1,16.6,0.17,78
Mega Man Star Force 2: Zerker X Ninja,Capcom,"Action,Role-Playing (RPG)",2008,T,Nintendo DS,1,19.72,0.24,55
Apollo Justice: Ace Attorney,Capcom,"Adventure,Simulation",2008,T,Nintendo DS,1,19.85,0.24,78
Castlevania: Order of Ecclesia,Konami,"Action,Adventure,Role-Playing (RPG)",2008,T,Nintendo DS,1,14.77,0.24,85
Neopets Puzzle Adventure,Capcom,"Adventure,Role-Playing (RPG),Strategy",2008,T,Nintendo DS,1,3,0.25,70
Viva Pi$?ata: Pocket Paradise,THQ,"Simulation,Strategy",2008,T,Nintendo DS,1,20.33,0.28,82
Sega Superstars Tennis,Sega,Sports,2008,T,Nintendo DS,1,7.88,0.29,65
Rune Factory 2: A Fantasy Harvest Moon,,"Action,Role-Playing (RPG),Simulation",2008,T,Nintendo DS,1,66.13,0.3,79
Madagascar: Escape 2 Africa,Activision,"Action,Adventure",2008,T,Nintendo DS,1,6.5,0.32,55
Rhythm Heaven,Nintendo,Action,2008,T,Nintendo DS,1,9.12,0.45,83
Chrono Trigger,SquareEnix,Role-Playing (RPG),2008,T,Nintendo DS,2,28.25,0.51,92
Star Wars: The Clone Wars - Jedi Alliance,,"Action,Adventure",2008,T,Nintendo DS,1,5.13,0.6,68
Mystery Case Files: MillionHeir,Nintendo,Adventure,2008,T,Nintendo DS,1,8.03,0.76,65
Guitar Hero: On Tour - Decades,Activision,"Action,Simulation",2008,T,Nintendo DS,1,10.92,0.8,72
Pokmon Ranger: Shadows of Almia,Nintendo,"Action,Role-Playing (RPG)",2008,T,Nintendo DS,1,28.75,0.99,68
LEGO Batman: The Videogame,,"Action,Racing / Driving",2008,T,Nintendo DS,1,17.33,1.39,72
Mario & Sonic at the Olympic Games,"Nintendo,Sega","Action,Sports",2008,T,Nintendo DS,1,9.23,1.74,70
Pokmon: Platinum Version,Nintendo,"Adventure,Role-Playing (RPG)",2008,T,Nintendo DS,1,72.22,2.86,83
Ice Age 2: The Meltdown,,Action,2006,E,Nintendo Wii,1,9.25,0.07,66
Happy Feet,Midway,Action,2006,E,Nintendo Wii,2,0.67,0.13,46
Rampage: Total Destruction,Midway,Action,2006,E,Nintendo Wii,4,5,0.19,46
Dragon Ball Z: Budokai Tenkaichi 2,Atari,Action,2006,E,Nintendo Wii,2,17.63,0.24,72
Call of Duty 3,Activision,Action,2006,E,Nintendo Wii,1,8.82,1.15,69
Driver: Parallel Lines,Ubisoft,"Action,Racing / Driving",2007,E,Nintendo Wii,1,11.37,0.01,59
Guilty Gear XX ? Core,,Action,2007,E,Nintendo Wii,2,2,0.03,75
Fantastic Four: Rise of the Silver Surfer,2K,Action,2007,E,Nintendo Wii,4,7.6,0.04,39
Alien Syndrome,Sega,Action,2007,E,Nintendo Wii,4,2.78,0.06,48
Soulcalibur Legends,Namco,Action,2007,E,Nintendo Wii,2,10.03,0.16,52
TMNT,Ubisoft,Action,2007,E,Nintendo Wii,1,4.92,0.16,60
Mortal Kombat: Armageddon,Midway,"Action,Racing / Driving",2007,E,Nintendo Wii,4,13.13,0.16,71
Zack & Wiki: Quest for Barbaros' Treasure,Capcom,Adventure,2007,E,Nintendo Wii,1,15.95,0.19,87
Trauma Center: New Blood,Nintendo,"Action,Simulation",2007,E,Nintendo Wii,2,11.73,0.22,77
Tony Hawk's Proving Ground,Activision,Sports,2007,E,Nintendo Wii,2,8.13,0.23,57
Chicken Shoot,,Action,2007,E,Nintendo Wii,2,0.62,0.26,27
The Golden Compass,Sega,Action,2007,E,Nintendo Wii,1,8.57,0.26,35
Shrek the Third,Activision,Action,2007,E,Nintendo Wii,2,5.12,0.26,57
Manhunt 2,Rockstar,Action,2007,E,Nintendo Wii,1,10.38,0.26,62
SSX Blur,EA,Sports,2007,E,Nintendo Wii,4,10,0.31,74
Bee Movie Game,Activision,Action,2007,E,Nintendo Wii,2,5.77,0.32,62
Dragon Ball Z: Budokai Tenkaichi 3,Atari,Action,2007,E,Nintendo Wii,2,21.77,0.33,72
Medal of Honor: Heroes 2,EA,Action,2007,E,Nintendo Wii,1,4.97,0.34,73
Thrillville: Off the Rails,,"Simulation,Strategy",2007,E,Nintendo Wii,4,12.15,0.37,70
Crash of the Titans,,Action,2007,E,Nintendo Wii,2,7.75,0.42,69
Endless Ocean,Nintendo,Simulation,2007,E,Nintendo Wii,1,10.97,0.44,72
Mario Strikers Charged,Nintendo,"Action,Sports",2007,E,Nintendo Wii,4,11.98,0.93,79
Sonic and the Secret Rings,Sega,Action,2007,E,Nintendo Wii,4,9.65,1.08,69
Super Paper Mario,Nintendo,"Action,Role-Playing (RPG)",2007,E,Nintendo Wii,1,22.8,1.5,85
Mario & Sonic at the Olympic Games,"Nintendo,Sega","Action,Sports",2007,E,Nintendo Wii,4,9.23,2.74,67
Link's Crossbow Training,Nintendo,Action,2007,E,Nintendo Wii,1,2.1,3.2,68
Super Mario Galaxy,Nintendo,Action,2007,E,Nintendo Wii,2,24.83,4.94,97
Ninja Reflex,EA,Action,2008,E,Nintendo Wii,4,3.83,0.09,49
Death Jr. II: Root of Evil,Eidos,Action,2008,E,Nintendo Wii,2,9.7,0.09,71
Mushroom Men: The Spore Wars,,Action,2008,E,Nintendo Wii,2,5.52,0.12,72
TNA iMPACT!,Midway,Sports,2008,E,Nintendo Wii,1,15.88,0.14,43
Neopets Puzzle Adventure,Capcom,"Role-Playing (RPG),Strategy",2008,E,Nintendo Wii,1,3,0.14,52
Bully: Scholarship Edition,Rockstar,"Action,Adventure",2008,E,Nintendo Wii,2,18.8,0.16,83
MX vs. ATV Untamed,THQ,Racing / Driving,2008,E,Nintendo Wii,1,12,0.22,70
Need for Speed: Undercover,EA,Racing / Driving,2008,E,Nintendo Wii,4,12.18,0.27,54
Sega Superstars Tennis,Sega,Sports,2008,E,Nintendo Wii,4,7.88,0.28,71
SEGA Bass Fishing,Sega,Sports,2008,E,Nintendo Wii,1,8.37,0.34,59
Crash: Mind over Mutant,,Action,2008,E,Nintendo Wii,1,6.08,0.36,70
Wall-E,THQ,Action,2008,E,Nintendo Wii,4,7.35,0.48,51
Kung Fu Panda,Activision,Action,2008,E,Nintendo Wii,4,6.7,0.52,70
Star Wars: The Force Unleashed,,Action,2008,E,Nintendo Wii,2,6.13,1.01,71
Guitar Hero: Aerosmith,Activision,"Action,Simulation",2008,E,Nintendo Wii,1,11.3,1.03,73
Sonic Unleashed,Sega,Action,2008,E,Nintendo Wii,1,13.15,1.09,66
LEGO Batman: The Videogame,,Action,2008,E,Nintendo Wii,2,17.33,1.32,74
LEGO Indiana Jones: The Original Adventures,,Action,2008,E,Nintendo Wii,2,15.13,1.42,78
Open Season,Ubisoft,Action,2006,M,Nintendo Wii,4,5.47,0.07,49
Marvel Ultimate Alliance,Activision,"Action,Role-Playing (RPG)",2006,M,Nintendo Wii,4,15.25,0.38,73
Excite Truck,Nintendo,Racing / Driving,2006,M,Nintendo Wii,2,15.85,0.4,72
Need for Speed: Carbon,EA,Racing / Driving,2006,M,Nintendo Wii,2,13.3,0.47,67
The Legend of Zelda: Twilight Princess,Nintendo,"Action,Role-Playing (RPG)",2006,M,Nintendo Wii,1,45.6,3.33,95
Scarface: The World is Yours,,"Action,Racing / Driving",2007,M,Nintendo Wii,1,24.78,0.12,71
No More Heroes,Ubisoft,"Action,Racing / Driving",2007,M,Nintendo Wii,1,14.63,0.29,83
NiGHTS: Journey of Dreams,Sega,Action,2007,M,Nintendo Wii,2,6.68,0.3,69
The BIGS,2K,"Action,Simulation,Sports",2007,M,Nintendo Wii,4,16.82,0.36,66
WWE Smackdown vs. Raw 2008,THQ,Sports,2007,M,Nintendo Wii,4,25.32,0.39,59
Need for Speed: ProStreet,EA,Racing / Driving,2007,M,Nintendo Wii,2,13.1,0.49,61
Madden NFL 08,EA,Sports,2007,M,Nintendo Wii,4,106,0.86,76
Big Brain Academy: Wii Degree,Nintendo,Action,2007,M,Nintendo Wii,8,20,1.1,68
Cooking Mama: Cook Off,,Simulation,2007,M,Nintendo Wii,2,3.4,1.38,61
LEGO Star Wars: The Complete Saga,,Action,2007,M,Nintendo Wii,2,24.88,3.03,80
Secret Files: Tunguska,,Adventure,2008,M,Nintendo Wii,2,10.08,0.02,64
Agatha Christie: Evil Under the Sun,,Adventure,2008,M,Nintendo Wii,1,7.62,0.05,46
Agatha Christie: And Then There Were None,,Adventure,2008,M,Nintendo Wii,1,7.93,0.05,50
Worms: A Space Oddity,THQ,"Action,Strategy",2008,M,Nintendo Wii,4,10,0.05,64
Harvey Birdman: Attorney at Law,Capcom,Adventure,2008,M,Nintendo Wii,1,4.13,0.06,60
Final Fantasy Fables: Chocobo's Dungeon,SquareEnix,"Action,Role-Playing (RPG)",2008,M,Nintendo Wii,1,28.17,0.09,76
Dokapon Kingdom,,"Role-Playing (RPG),Strategy",2008,M,Nintendo Wii,1,24.53,0.12,72
The Spiderwick Chronicles,,"Action,Adventure",2008,M,Nintendo Wii,2,5.33,0.16,62
The Chronicles of Narnia: Prince Caspian,Disney,"Action,Role-Playing (RPG)",2008,M,Nintendo Wii,2,12.82,0.33,63
Speed Racer: The Videogame,,Racing / Driving,2008,M,Nintendo Wii,2,12.38,0.34,69
?kami,Capcom,Action,2008,M,Nintendo Wii,1,44.97,0.39,90
De Blob,THQ,Action,2008,M,Nintendo Wii,4,12.13,0.45,82
Harvest Moon: Tree of Tranquility,,"Role-Playing (RPG),Simulation",2008,M,Nintendo Wii,1,53.38,0.62,65
The House of the Dead 2 & 3 Return,Sega,Action,2008,M,Nintendo Wii,2,6.7,0.74,66
Call of Duty: World at War,Activision,Action,2008,M,Nintendo Wii,2,10.28,1.17,83
The Ant Bully,Midway,Action,2006,T,Nintendo Wii,1,3.57,0.09,45
Tom Clancy's Splinter Cell: Double Agent,Ubisoft,Action,2006,T,Nintendo Wii,2,12.42,0.11,61
Metal Slug Anthology,,Action,2006,T,Nintendo Wii,4,7.48,0.11,73
Elebits,Konami,Action,2006,T,Nintendo Wii,4,8.02,0.22,75
Trauma Center: Second Opinion,Nintendo,"Action,Simulation",2006,T,Nintendo Wii,1,9.22,0.28,80
SpongeBob Squarepants: Creature from the Krusty Krab,THQ,"Action,Adventure",2006,T,Nintendo Wii,1,7.08,0.44,57
Red Steel,Ubisoft,Action,2006,T,Nintendo Wii,4,8.6,0.58,63
Pokmon Battle Revolution,Nintendo,"Action,Strategy",2006,T,Nintendo Wii,4,20.03,0.81,53
WarioWare: Smooth Moves,Nintendo,"Action,Racing / Driving,Sports",2006,T,Nintendo Wii,6,4.47,0.9,83
Super Monkey Ball: Banana Blitz,Sega,Action,2006,T,Nintendo Wii,4,5.32,1,74
Rayman Raving Rabbids,Ubisoft,Action,2006,T,Nintendo Wii,4,6.7,1.26,76
Wii Play,Nintendo,"Action,Sports",2006,T,Nintendo Wii,2,5.82,14.66,58
Bionicle Heroes,Eidos,Action,2007,T,Nintendo Wii,1,15.3,0.03,52
Escape from Bug Island,Eidos,Action,2007,T,Nintendo Wii,1,7.58,0.04,37
Medal of Honor: Vanguard,EA,Action,2007,T,Nintendo Wii,1,3.55,0.05,56
Code Lyoko: Quest for Infinity,,Action,2007,T,Nintendo Wii,1,5.8,0.07,58
Heatseeker,,Action,2007,T,Nintendo Wii,1,9.75,0.09,62
Geometry Wars: Galaxies,,Action,2007,T,Nintendo Wii,2,18.5,0.11,80
Spider-Man: Friend or Foe,Activision,Action,2007,T,Nintendo Wii,2,11.12,0.13,59
Dragon Quest Swords: The Masked Queen and the T...,SquareEnix,Action,2007,T,Nintendo Wii,1,12.02,0.15,65
Surf's Up,Ubisoft,Sports,2007,T,Nintendo Wii,2,1.28,0.16,64
Looney Tunes: Acme Arsenal,,Action,2007,T,Nintendo Wii,1,3.83,0.19,27
BWii: Battalion Wars 2,Nintendo,"Action,Simulation,Strategy",2007,T,Nintendo Wii,1,10.03,0.21,75
Fire Emblem: Radiant Dawn,Nintendo,"Role-Playing (RPG),Strategy",2007,T,Nintendo Wii,1,50.18,0.26,78
Transformers: The Game,Activision,Action,2007,T,Nintendo Wii,1,7.23,0.35,53
Harry Potter and the Order of the Phoenix,EA,Action,2007,T,Nintendo Wii,1,12.38,0.4,69
Ratatouille,THQ,Action,2007,T,Nintendo Wii,1,13.2,0.43,62
The Sims 2: Pets,EA,Simulation,2007,T,Nintendo Wii,1,27.7,0.43,65
Spider-Man 3,Activision,Action,2007,T,Nintendo Wii,1,10.83,0.45,53
The Sims 2: Castaway,EA,Simulation,2007,T,Nintendo Wii,1,8,0.45,73
Tiger Woods PGA Tour 07,EA,Sports,2007,T,Nintendo Wii,4,10,0.46,71
The Simpsons Game,EA,Action,2007,T,Nintendo Wii,2,1.03,0.47,64
Ben 10: Protector of the Earth,,Action,2007,T,Nintendo Wii,1,5.08,0.57,63
Resident Evil: The Umbrella Chronicles,"Capcom,Nintendo",Action,2007,T,Nintendo Wii,2,11.7,0.69,75
Rayman Raving Rabbids 2,Ubisoft,Action,2007,T,Nintendo Wii,4,7.33,0.84,67
Metroid Prime 3: Corruption,Nintendo,Action,2007,T,Nintendo Wii,1,15.98,0.91,90
MySims,EA,"Simulation,Strategy",2007,T,Nintendo Wii,1,7.63,0.94,68
Resident Evil 4,Capcom,Action,2007,T,Nintendo Wii,1,18.77,1.24,91
Dance Dance Revolution Hottest Party,Konami,Action,2007,T,Nintendo Wii,4,8,1.45,73
Game Party,Midway,Action,2007,T,Nintendo Wii,4,2,1.49,25
Guitar Hero III: Legends of Rock,Activision,"Action,Simulation",2007,T,Nintendo Wii,2,15.18,3.19,86
Mario Party 8,Nintendo,"Action,Strategy",2007,T,Nintendo Wii,4,6.2,3.84,62
Wii Fit,Nintendo,"Educational,Sports",2007,T,Nintendo Wii,1,6.07,9.6,80
Baroque,,"Action,Role-Playing (RPG)",2008,T,Nintendo Wii,1,7.78,0.04,50
Alone in the Dark,Atari,"Action,Adventure,Racing / Driving",2008,T,Nintendo Wii,1,6.6,0.09,39
Castlevania Judgment,Konami,Action,2008,T,Nintendo Wii,2,7.78,0.09,49
Klonoa: Door to Phantomile,Namco,Action,2008,T,Nintendo Wii,1,5.02,0.09,77
ObsCure: The Aftermath,,Action,2008,T,Nintendo Wii,1,7.63,0.1,53
Pro Evolution Soccer 2008,Konami,Sports,2008,T,Nintendo Wii,2,63.8,0.1,83
Destroy All Humans! Big Willy Unleashed,THQ,Adventure,2008,T,Nintendo Wii,2,4.5,0.11,53
Tomb Raider: Underworld,Eidos,Action,2008,T,Nintendo Wii,1,11.52,0.14,70
Tetris Party,,Strategy,2008,T,Nintendo Wii,4,2,0.16,75
Harvest Moon: Magical Melody,,"Role-Playing (RPG),Simulation",2008,T,Nintendo Wii,4,32.97,0.18,69
Order Up!,,"Action,Simulation",2008,T,Nintendo Wii,1,6.63,0.18,76
TV Show King,,Strategy,2008,T,Nintendo Wii,4,30,0.19,65
Tales of Symphonia: Dawn of the New World,Namco,Role-Playing (RPG),2008,T,Nintendo Wii,4,41,0.2,68
The Incredible Hulk,Sega,Action,2008,T,Nintendo Wii,1,5.22,0.29,46
Iron Man,Sega,Action,2008,T,Nintendo Wii,1,5.8,0.3,44
Samba de Amigo,Sega,Action,2008,T,Nintendo Wii,2,8,0.4,68
Pinball Hall of Fame: The Williams Collection,,Simulation,2008,T,Nintendo Wii,1,29.25,0.41,82
Sonic Riders: Zero Gravity,Sega,Racing / Driving,2008,T,Nintendo Wii,4,5.5,0.45,56
Wario Land: Shake It!,Nintendo,Action,2008,T,Nintendo Wii,1,9.63,0.59,78
Boom Blox,EA,"Action,Strategy",2008,T,Nintendo Wii,4,6.4,0.72,85
Rock Band,,"Action,Simulation",2008,T,Nintendo Wii,2,19.37,1.4,92
Animal Crossing: City Folk,Nintendo,Simulation,2008,T,Nintendo Wii,1,191.25,1.78,73
Guitar Hero: World Tour,Activision,"Action,Simulation",2008,T,Nintendo Wii,4,15.95,2.47,86
Super Smash Bros.: Brawl,Nintendo,Action,2008,T,Nintendo Wii,6,51.43,5.71,93
Mario Kart Wii,Nintendo,Racing / Driving,2008,T,Nintendo Wii,4,11.4,12.39,82
Armored Core 4,Sega,Action,2006,E,PlayStation 3,2,20.6,0.09,65
Untold Legends: Dark Kingdom,"EA,Sony","Action,Role-Playing (RPG)",2006,E,PlayStation 3,2,24.75,0.13,58
Ridge Racer 7,"Namco,Sony",Racing / Driving,2006,E,PlayStation 3,2,21.25,0.23,78
NBA 2K7,2K,Sports,2006,E,PlayStation 3,7,8.18,0.31,80
Tiger Woods PGA Tour 07,EA,Sports,2006,E,PlayStation 3,4,10,0.32,81
Resistance: Fall of Man,Sony,Action,2006,E,PlayStation 3,4,12.2,1.61,86
Surf's Up,Ubisoft,Sports,2007,E,PlayStation 3,4,1.28,0.04,59
Pro Evolution Soccer 2008,Konami,Sports,2007,E,PlayStation 3,7,63.8,0.04,74
BlackSite: Area 51,Midway,Action,2007,E,PlayStation 3,1,5.82,0.07,56
Soldier of Fortune: Payback,Activision,Action,2007,E,PlayStation 3,1,3.78,0.09,50
Bladestorm: The Hundred Years' War,,"Action,Role-Playing (RPG),Strategy",2007,E,PlayStation 3,1,51.25,0.1,58
NBA Street Homecourt,EA,Sports,2007,E,PlayStation 3,4,18.32,0.11,81
Conan,THQ,"Action,Adventure",2007,E,PlayStation 3,1,7.18,0.14,69
Dynasty Warriors: Gundam,Namco,Action,2007,E,PlayStation 3,2,62.07,0.15,60
Def Jam: Icon,EA,Action,2007,E,PlayStation 3,2,8,0.16,68
Stuntman: Ignition,THQ,"Action,Racing / Driving",2007,E,PlayStation 3,4,8.2,0.16,76
DiRT,,"Racing / Driving,Simulation,Sports",2007,E,PlayStation 3,1,16.03,0.16,83
Harry Potter and the Order of the Phoenix,EA,Action,2007,E,PlayStation 3,1,12.38,0.17,67
Enchanted Arms,Ubisoft,Role-Playing (RPG),2007,E,PlayStation 3,1,43.28,0.18,64
Folklore,Sony,"Action,Role-Playing (RPG)",2007,E,PlayStation 3,1,20.78,0.18,75
The Darkness,2K,Action,2007,E,PlayStation 3,1,10.9,0.2,80
Virtua Tennis 3,Sega,Sports,2007,E,PlayStation 3,4,18.17,0.24,80
Spider-Man 3,Activision,Action,2007,E,PlayStation 3,1,10.83,0.27,60
Kane & Lynch: Dead Men,Eidos,Action,2007,E,PlayStation 3,2,5.93,0.29,64
Transformers: The Game,Activision,Action,2007,E,PlayStation 3,1,7.23,0.32,54
Lair,Sony,Action,2007,E,PlayStation 3,1,9.28,0.35,53
Tony Hawk's Proving Ground,Activision,Sports,2007,E,PlayStation 3,2,8.13,0.37,73
The Simpsons Game,EA,Action,2007,E,PlayStation 3,2,1.03,0.39,71
Tom Clancy's Rainbow Six: Vegas,Ubisoft,Action,2007,E,PlayStation 3,2,9.9,0.49,86
Heavenly Sword,Sony,Action,2007,E,PlayStation 3,1,7.13,0.57,79
Ninja Gaiden Sigma,,Action,2007,E,PlayStation 3,1,14.93,0.57,88
WWE Smackdown vs. Raw 2008,THQ,Sports,2007,E,PlayStation 3,6,25.32,0.64,74
Ratchet & Clank Future: Tools of Destruction,Sony,Action,2007,E,PlayStation 3,1,16.87,0.86,89
Gran Turismo 5: Prologue,Sony,"Racing / Driving,Simulation",2007,E,PlayStation 3,2,13.93,1.31,80
Call of Duty 4: Modern Warfare,Activision,Action,2007,E,PlayStation 3,4,8.02,2.91,94
Vampire Rain,,Action,2008,E,PlayStation 3,1,10.88,0.04,30
Legendary,Atari,Action,2008,E,PlayStation 3,1,5.85,0.05,50
Conflict: Denied Ops,Eidos,Action,2008,E,PlayStation 3,4,6.38,0.05,51
Ferrari Challenge Trofeo Pirelli,,Racing / Driving,2008,E,PlayStation 3,1,32,0.15,71
Silent Hill: Homecoming,Konami,Action,2008,E,PlayStation 3,1,10.13,0.16,71
AC/DC Live: Rock Band - Track Pack,,"Action,Simulation",2008,E,PlayStation 3,1,3.63,0.19,60
Spider-Man: Web of Shadows,Activision,Action,2008,E,PlayStation 3,1,12.57,0.2,67
Mercenaries 2: World in Flames,EA,Action,2008,E,PlayStation 3,1,22.87,0.27,72
LEGO Indiana Jones: The Original Adventures,,Action,2008,E,PlayStation 3,2,15.13,0.38,77
LEGO Batman: The Videogame,,Action,2008,E,PlayStation 3,2,17.33,0.43,75
BioShock,2K,Action,2008,E,PlayStation 3,1,14.67,0.53,94
